id,name,sport,year,brand,setName,source,searchText,displayName
generated_Hockey_2018_SP Authentic,SP Authentic,Hockey,2018,Upper Deck,SP Authentic,generated,hockey 2018 sp authentic,Hockey 2018 Upper Deck SP Authentic
generated_Hockey_2018_The Cup,The Cup,Hockey,2018,Upper Deck,The Cup,generated,hockey 2018 the cup,Hockey 2018 Upper Deck The Cup
generated_Hockey_2018_Premier,Premier,Hockey,2018,Upper Deck,Premier,generated,hockey 2018 premier,Hockey 2018 Upper Deck Premier
generated_Hockey_2018_Ice,Ice,Hockey,2018,Upper Deck,Ice,generated,hockey 2018 ice,Hockey 2018 Upper Deck Ice
generated_Hockey_2018_Black Diamond,Black Diamond,Hockey,2018,Upper Deck,Black Diamond,generated,hockey 2018 black diamond,Hockey 2018 Upper Deck Black Diamond
generated_Hockey_2018_O-Pee-Chee,O-Pee-Chee,Hockey,2018,Upper Deck,O-Pee-Chee,generated,hockey 2018 o-pee-chee,Hockey 2018 Upper Deck O-Pee-Chee
generated_Hockey_2018_MVP,MVP,Hockey,2018,Upper Deck,MVP,generated,hockey 2018 mvp,Hockey 2018 Upper Deck MVP
generated_Hockey_2018_Parkhurst,Parkhurst,Hockey,2018,Upper Deck,Parkhurst,generated,hockey 2018 parkhurst,Hockey 2018 Upper Deck Parkhurst
generated_Hockey_2018_Victory,Victory,Hockey,2018,Upper Deck,Victory,generated,hockey 2018 victory,Hockey 2018 Upper Deck Victory
generated_Hockey_2018_Contenders,Contenders,Hockey,2018,Upper Deck,Contenders,generated,hockey 2018 contenders,Hockey 2018 Upper Deck Contenders
generated_Hockey_2018_Synergy,Synergy,Hockey,2018,Upper Deck,Synergy,generated,hockey 2018 synergy,Hockey 2018 Upper Deck Synergy
generated_Hockey_2018_Allure,Allure,Hockey,2018,Upper Deck,Allure,generated,hockey 2018 allure,Hockey 2018 Upper Deck Allure
generated_Hockey_2018_Enforcers,Enforcers,Hockey,2018,Upper Deck,Enforcers,generated,hockey 2018 enforcers,Hockey 2018 Upper Deck Enforcers
generated_Hockey_2018_Fleer Showcase,Fleer Showcase,Hockey,2018,Upper Deck,Fleer Showcase,generated,hockey 2018 fleer showcase,Hockey 2018 Upper Deck Fleer Showcase
generated_Hockey_2017_Series One,Series One,Hockey,2017,Topps,Series One,generated,hockey 2017 series one,Hockey 2017 Topps Series One
generated_Hockey_2017_Series Two,Series Two,Hockey,2017,Topps,Series Two,generated,hockey 2017 series two,Hockey 2017 Topps Series Two
generated_Hockey_2017_Young Guns,Young Guns,Hockey,2017,Upper Deck,Young Guns,generated,hockey 2017 young guns,Hockey 2017 Upper Deck Young Guns
generated_Hockey_2017_Chrome,Chrome,Hockey,2017,Topps,Chrome,generated,hockey 2017 chrome,Hockey 2017 Topps Chrome
generated_Hockey_2017_Artifacts,Artifacts,Hockey,2017,Upper Deck,Artifacts,generated,hockey 2017 artifacts,Hockey 2017 Upper Deck Artifacts
generated_Hockey_2017_SP Game Used,SP Game Used,Hockey,2017,Upper Deck,SP Game Used,generated,hockey 2017 sp game used,Hockey 2017 Upper Deck SP Game Used
generated_Hockey_2017_SP Authentic,SP Authentic,Hockey,2017,Upper Deck,SP Authentic,generated,hockey 2017 sp authentic,Hockey 2017 Upper Deck SP Authentic
generated_Hockey_2017_The Cup,The Cup,Hockey,2017,Upper Deck,The Cup,generated,hockey 2017 the cup,Hockey 2017 Upper Deck The Cup
generated_Hockey_2017_Premier,Premier,Hockey,2017,Upper Deck,Premier,generated,hockey 2017 premier,Hockey 2017 Upper Deck Premier
generated_Hockey_2017_Ice,Ice,Hockey,2017,Upper Deck,Ice,generated,hockey 2017 ice,Hockey 2017 Upper Deck Ice
generated_Hockey_2017_Black Diamond,Black Diamond,Hockey,2017,Upper Deck,Black Diamond,generated,hockey 2017 black diamond,Hockey 2017 Upper Deck Black Diamond
generated_Hockey_2017_O-Pee-Chee,O-Pee-Chee,Hockey,2017,Upper Deck,O-Pee-Chee,generated,hockey 2017 o-pee-chee,Hockey 2017 Upper Deck O-Pee-Chee
generated_Hockey_2017_MVP,MVP,Hockey,2017,Upper Deck,MVP,generated,hockey 2017 mvp,Hockey 2017 Upper Deck MVP
generated_Hockey_2017_Parkhurst,Parkhurst,Hockey,2017,Upper Deck,Parkhurst,generated,hockey 2017 parkhurst,Hockey 2017 Upper Deck Parkhurst
generated_Hockey_2017_Victory,Victory,Hockey,2017,Upper Deck,Victory,generated,hockey 2017 victory,Hockey 2017 Upper Deck Victory
generated_Hockey_2017_Contenders,Contenders,Hockey,2017,Upper Deck,Contenders,generated,hockey 2017 contenders,Hockey 2017 Upper Deck Contenders
generated_Hockey_2017_Synergy,Synergy,Hockey,2017,Upper Deck,Synergy,generated,hockey 2017 synergy,Hockey 2017 Upper Deck Synergy
generated_Hockey_2017_Allure,Allure,Hockey,2017,Upper Deck,Allure,generated,hockey 2017 allure,Hockey 2017 Upper Deck Allure
generated_Hockey_2017_Enforcers,Enforcers,Hockey,2017,Upper Deck,Enforcers,generated,hockey 2017 enforcers,Hockey 2017 Upper Deck Enforcers
generated_Hockey_2017_Fleer Showcase,Fleer Showcase,Hockey,2017,Upper Deck,Fleer Showcase,generated,hockey 2017 fleer showcase,Hockey 2017 Upper Deck Fleer Showcase
generated_Hockey_2016_Series One,Series One,Hockey,2016,Topps,Series One,generated,hockey 2016 series one,Hockey 2016 Topps Series One
generated_Hockey_2016_Series Two,Series Two,Hockey,2016,Topps,Series Two,generated,hockey 2016 series two,Hockey 2016 Topps Series Two
generated_Hockey_2016_Young Guns,Young Guns,Hockey,2016,Upper Deck,Young Guns,generated,hockey 2016 young guns,Hockey 2016 Upper Deck Young Guns
generated_Hockey_2016_Chrome,Chrome,Hockey,2016,Topps,Chrome,generated,hockey 2016 chrome,Hockey 2016 Topps Chrome
generated_Hockey_2016_Artifacts,Artifacts,Hockey,2016,Upper Deck,Artifacts,generated,hockey 2016 artifacts,Hockey 2016 Upper Deck Artifacts
generated_Hockey_2016_SP Game Used,SP Game Used,Hockey,2016,Upper Deck,SP Game Used,generated,hockey 2016 sp game used,Hockey 2016 Upper Deck SP Game Used
generated_Hockey_2016_SP Authentic,SP Authentic,Hockey,2016,Upper Deck,SP Authentic,generated,hockey 2016 sp authentic,Hockey 2016 Upper Deck SP Authentic
generated_Hockey_2016_The Cup,The Cup,Hockey,2016,Upper Deck,The Cup,generated,hockey 2016 the cup,Hockey 2016 Upper Deck The Cup
generated_Hockey_2016_Premier,Premier,Hockey,2016,Upper Deck,Premier,generated,hockey 2016 premier,Hockey 2016 Upper Deck Premier
generated_Hockey_2016_Ice,Ice,Hockey,2016,Upper Deck,Ice,generated,hockey 2016 ice,Hockey 2016 Upper Deck Ice
generated_Hockey_2016_Black Diamond,Black Diamond,Hockey,2016,Upper Deck,Black Diamond,generated,hockey 2016 black diamond,Hockey 2016 Upper Deck Black Diamond
generated_Hockey_2016_O-Pee-Chee,O-Pee-Chee,Hockey,2016,Upper Deck,O-Pee-Chee,generated,hockey 2016 o-pee-chee,Hockey 2016 Upper Deck O-Pee-Chee
generated_Hockey_2016_MVP,MVP,Hockey,2016,Upper Deck,MVP,generated,hockey 2016 mvp,Hockey 2016 Upper Deck MVP
generated_Hockey_2016_Parkhurst,Parkhurst,Hockey,2016,Upper Deck,Parkhurst,generated,hockey 2016 parkhurst,Hockey 2016 Upper Deck Parkhurst
generated_Hockey_2016_Victory,Victory,Hockey,2016,Upper Deck,Victory,generated,hockey 2016 victory,Hockey 2016 Upper Deck Victory
generated_Hockey_2016_Contenders,Contenders,Hockey,2016,Upper Deck,Contenders,generated,hockey 2016 contenders,Hockey 2016 Upper Deck Contenders
generated_Hockey_2016_Synergy,Synergy,Hockey,2016,Upper Deck,Synergy,generated,hockey 2016 synergy,Hockey 2016 Upper Deck Synergy
generated_Hockey_2016_Allure,Allure,Hockey,2016,Upper Deck,Allure,generated,hockey 2016 allure,Hockey 2016 Upper Deck Allure
generated_Hockey_2016_Enforcers,Enforcers,Hockey,2016,Upper Deck,Enforcers,generated,hockey 2016 enforcers,Hockey 2016 Upper Deck Enforcers
generated_Hockey_2016_Fleer Showcase,Fleer Showcase,Hockey,2016,Upper Deck,Fleer Showcase,generated,hockey 2016 fleer showcase,Hockey 2016 Upper Deck Fleer Showcase
generated_Hockey_2015_Series One,Series One,Hockey,2015,Topps,Series One,generated,hockey 2015 series one,Hockey 2015 Topps Series One
generated_Hockey_2015_Series Two,Series Two,Hockey,2015,Topps,Series Two,generated,hockey 2015 series two,Hockey 2015 Topps Series Two
generated_Hockey_2015_Young Guns,Young Guns,Hockey,2015,Upper Deck,Young Guns,generated,hockey 2015 young guns,Hockey 2015 Upper Deck Young Guns
generated_Hockey_2015_Chrome,Chrome,Hockey,2015,Topps,Chrome,generated,hockey 2015 chrome,Hockey 2015 Topps Chrome
generated_Hockey_2015_Artifacts,Artifacts,Hockey,2015,Upper Deck,Artifacts,generated,hockey 2015 artifacts,Hockey 2015 Upper Deck Artifacts
generated_Hockey_2015_SP Game Used,SP Game Used,Hockey,2015,Upper Deck,SP Game Used,generated,hockey 2015 sp game used,Hockey 2015 Upper Deck SP Game Used
generated_Hockey_2015_SP Authentic,SP Authentic,Hockey,2015,Upper Deck,SP Authentic,generated,hockey 2015 sp authentic,Hockey 2015 Upper Deck SP Authentic
generated_Hockey_2015_The Cup,The Cup,Hockey,2015,Upper Deck,The Cup,generated,hockey 2015 the cup,Hockey 2015 Upper Deck The Cup
generated_Hockey_2015_Premier,Premier,Hockey,2015,Upper Deck,Premier,generated,hockey 2015 premier,Hockey 2015 Upper Deck Premier
generated_Hockey_2015_Ice,Ice,Hockey,2015,Upper Deck,Ice,generated,hockey 2015 ice,Hockey 2015 Upper Deck Ice
generated_Hockey_2015_Black Diamond,Black Diamond,Hockey,2015,Upper Deck,Black Diamond,generated,hockey 2015 black diamond,Hockey 2015 Upper Deck Black Diamond
generated_Hockey_2015_O-Pee-Chee,O-Pee-Chee,Hockey,2015,Upper Deck,O-Pee-Chee,generated,hockey 2015 o-pee-chee,Hockey 2015 Upper Deck O-Pee-Chee
generated_Hockey_2015_MVP,MVP,Hockey,2015,Upper Deck,MVP,generated,hockey 2015 mvp,Hockey 2015 Upper Deck MVP
generated_Hockey_2015_Parkhurst,Parkhurst,Hockey,2015,Upper Deck,Parkhurst,generated,hockey 2015 parkhurst,Hockey 2015 Upper Deck Parkhurst
generated_Hockey_2015_Victory,Victory,Hockey,2015,Upper Deck,Victory,generated,hockey 2015 victory,Hockey 2015 Upper Deck Victory
generated_Hockey_2015_Contenders,Contenders,Hockey,2015,Upper Deck,Contenders,generated,hockey 2015 contenders,Hockey 2015 Upper Deck Contenders
generated_Hockey_2015_Synergy,Synergy,Hockey,2015,Upper Deck,Synergy,generated,hockey 2015 synergy,Hockey 2015 Upper Deck Synergy
generated_Hockey_2015_Allure,Allure,Hockey,2015,Upper Deck,Allure,generated,hockey 2015 allure,Hockey 2015 Upper Deck Allure
generated_Hockey_2015_Enforcers,Enforcers,Hockey,2015,Upper Deck,Enforcers,generated,hockey 2015 enforcers,Hockey 2015 Upper Deck Enforcers
generated_Hockey_2015_Fleer Showcase,Fleer Showcase,Hockey,2015,Upper Deck,Fleer Showcase,generated,hockey 2015 fleer showcase,Hockey 2015 Upper Deck Fleer Showcase
generated_Hockey_2014_Series One,Series One,Hockey,2014,Topps,Series One,generated,hockey 2014 series one,Hockey 2014 Topps Series One
generated_Hockey_2014_Series Two,Series Two,Hockey,2014,Topps,Series Two,generated,hockey 2014 series two,Hockey 2014 Topps Series Two
generated_Hockey_2014_Young Guns,Young Guns,Hockey,2014,Upper Deck,Young Guns,generated,hockey 2014 young guns,Hockey 2014 Upper Deck Young Guns
generated_Hockey_2014_Chrome,Chrome,Hockey,2014,Topps,Chrome,generated,hockey 2014 chrome,Hockey 2014 Topps Chrome
generated_Hockey_2014_Artifacts,Artifacts,Hockey,2014,Upper Deck,Artifacts,generated,hockey 2014 artifacts,Hockey 2014 Upper Deck Artifacts
generated_Hockey_2014_SP Game Used,SP Game Used,Hockey,2014,Upper Deck,SP Game Used,generated,hockey 2014 sp game used,Hockey 2014 Upper Deck SP Game Used
generated_Hockey_2014_SP Authentic,SP Authentic,Hockey,2014,Upper Deck,SP Authentic,generated,hockey 2014 sp authentic,Hockey 2014 Upper Deck SP Authentic
generated_Hockey_2014_The Cup,The Cup,Hockey,2014,Upper Deck,The Cup,generated,hockey 2014 the cup,Hockey 2014 Upper Deck The Cup
generated_Hockey_2014_Premier,Premier,Hockey,2014,Upper Deck,Premier,generated,hockey 2014 premier,Hockey 2014 Upper Deck Premier
generated_Hockey_2014_Ice,Ice,Hockey,2014,Upper Deck,Ice,generated,hockey 2014 ice,Hockey 2014 Upper Deck Ice
generated_Hockey_2014_Black Diamond,Black Diamond,Hockey,2014,Upper Deck,Black Diamond,generated,hockey 2014 black diamond,Hockey 2014 Upper Deck Black Diamond
generated_Hockey_2014_O-Pee-Chee,O-Pee-Chee,Hockey,2014,Upper Deck,O-Pee-Chee,generated,hockey 2014 o-pee-chee,Hockey 2014 Upper Deck O-Pee-Chee
generated_Hockey_2014_MVP,MVP,Hockey,2014,Upper Deck,MVP,generated,hockey 2014 mvp,Hockey 2014 Upper Deck MVP
generated_Hockey_2014_Parkhurst,Parkhurst,Hockey,2014,Upper Deck,Parkhurst,generated,hockey 2014 parkhurst,Hockey 2014 Upper Deck Parkhurst
generated_Hockey_2014_Victory,Victory,Hockey,2014,Upper Deck,Victory,generated,hockey 2014 victory,Hockey 2014 Upper Deck Victory
generated_Hockey_2014_Contenders,Contenders,Hockey,2014,Upper Deck,Contenders,generated,hockey 2014 contenders,Hockey 2014 Upper Deck Contenders
generated_Hockey_2014_Synergy,Synergy,Hockey,2014,Upper Deck,Synergy,generated,hockey 2014 synergy,Hockey 2014 Upper Deck Synergy
generated_Hockey_2014_Allure,Allure,Hockey,2014,Upper Deck,Allure,generated,hockey 2014 allure,Hockey 2014 Upper Deck Allure
generated_Hockey_2014_Enforcers,Enforcers,Hockey,2014,Upper Deck,Enforcers,generated,hockey 2014 enforcers,Hockey 2014 Upper Deck Enforcers
generated_Hockey_2014_Fleer Showcase,Fleer Showcase,Hockey,2014,Upper Deck,Fleer Showcase,generated,hockey 2014 fleer showcase,Hockey 2014 Upper Deck Fleer Showcase
generated_Hockey_2013_Series One,Series One,Hockey,2013,Topps,Series One,generated,hockey 2013 series one,Hockey 2013 Topps Series One
generated_Hockey_2013_Series Two,Series Two,Hockey,2013,Topps,Series Two,generated,hockey 2013 series two,Hockey 2013 Topps Series Two
generated_Hockey_2013_Young Guns,Young Guns,Hockey,2013,Upper Deck,Young Guns,generated,hockey 2013 young guns,Hockey 2013 Upper Deck Young Guns
generated_Hockey_2013_Chrome,Chrome,Hockey,2013,Topps,Chrome,generated,hockey 2013 chrome,Hockey 2013 Topps Chrome
generated_Hockey_2013_Artifacts,Artifacts,Hockey,2013,Upper Deck,Artifacts,generated,hockey 2013 artifacts,Hockey 2013 Upper Deck Artifacts
generated_Hockey_2013_SP Game Used,SP Game Used,Hockey,2013,Upper Deck,SP Game Used,generated,hockey 2013 sp game used,Hockey 2013 Upper Deck SP Game Used
generated_Hockey_2013_SP Authentic,SP Authentic,Hockey,2013,Upper Deck,SP Authentic,generated,hockey 2013 sp authentic,Hockey 2013 Upper Deck SP Authentic
generated_Hockey_2013_The Cup,The Cup,Hockey,2013,Upper Deck,The Cup,generated,hockey 2013 the cup,Hockey 2013 Upper Deck The Cup
generated_Hockey_2013_Premier,Premier,Hockey,2013,Upper Deck,Premier,generated,hockey 2013 premier,Hockey 2013 Upper Deck Premier
generated_Hockey_2013_Ice,Ice,Hockey,2013,Upper Deck,Ice,generated,hockey 2013 ice,Hockey 2013 Upper Deck Ice
generated_Hockey_2013_Black Diamond,Black Diamond,Hockey,2013,Upper Deck,Black Diamond,generated,hockey 2013 black diamond,Hockey 2013 Upper Deck Black Diamond
generated_Hockey_2013_O-Pee-Chee,O-Pee-Chee,Hockey,2013,Upper Deck,O-Pee-Chee,generated,hockey 2013 o-pee-chee,Hockey 2013 Upper Deck O-Pee-Chee
generated_Hockey_2013_MVP,MVP,Hockey,2013,Upper Deck,MVP,generated,hockey 2013 mvp,Hockey 2013 Upper Deck MVP
generated_Hockey_2013_Parkhurst,Parkhurst,Hockey,2013,Upper Deck,Parkhurst,generated,hockey 2013 parkhurst,Hockey 2013 Upper Deck Parkhurst
generated_Hockey_2013_Victory,Victory,Hockey,2013,Upper Deck,Victory,generated,hockey 2013 victory,Hockey 2013 Upper Deck Victory
generated_Hockey_2013_Contenders,Contenders,Hockey,2013,Upper Deck,Contenders,generated,hockey 2013 contenders,Hockey 2013 Upper Deck Contenders
generated_Hockey_2013_Synergy,Synergy,Hockey,2013,Upper Deck,Synergy,generated,hockey 2013 synergy,Hockey 2013 Upper Deck Synergy
generated_Hockey_2013_Allure,Allure,Hockey,2013,Upper Deck,Allure,generated,hockey 2013 allure,Hockey 2013 Upper Deck Allure
generated_Hockey_2013_Enforcers,Enforcers,Hockey,2013,Upper Deck,Enforcers,generated,hockey 2013 enforcers,Hockey 2013 Upper Deck Enforcers
generated_Hockey_2013_Fleer Showcase,Fleer Showcase,Hockey,2013,Upper Deck,Fleer Showcase,generated,hockey 2013 fleer showcase,Hockey 2013 Upper Deck Fleer Showcase
generated_Hockey_2012_Series One,Series One,Hockey,2012,Topps,Series One,generated,hockey 2012 series one,Hockey 2012 Topps Series One
generated_Hockey_2012_Series Two,Series Two,Hockey,2012,Topps,Series Two,generated,hockey 2012 series two,Hockey 2012 Topps Series Two
generated_Hockey_2012_Young Guns,Young Guns,Hockey,2012,Upper Deck,Young Guns,generated,hockey 2012 young guns,Hockey 2012 Upper Deck Young Guns
generated_Hockey_2012_Chrome,Chrome,Hockey,2012,Topps,Chrome,generated,hockey 2012 chrome,Hockey 2012 Topps Chrome
generated_Hockey_2012_Artifacts,Artifacts,Hockey,2012,Upper Deck,Artifacts,generated,hockey 2012 artifacts,Hockey 2012 Upper Deck Artifacts
generated_Hockey_2012_SP Game Used,SP Game Used,Hockey,2012,Upper Deck,SP Game Used,generated,hockey 2012 sp game used,Hockey 2012 Upper Deck SP Game Used
generated_Hockey_2012_SP Authentic,SP Authentic,Hockey,2012,Upper Deck,SP Authentic,generated,hockey 2012 sp authentic,Hockey 2012 Upper Deck SP Authentic
generated_Hockey_2012_The Cup,The Cup,Hockey,2012,Upper Deck,The Cup,generated,hockey 2012 the cup,Hockey 2012 Upper Deck The Cup
generated_Hockey_2012_Premier,Premier,Hockey,2012,Upper Deck,Premier,generated,hockey 2012 premier,Hockey 2012 Upper Deck Premier
generated_Hockey_2012_Ice,Ice,Hockey,2012,Upper Deck,Ice,generated,hockey 2012 ice,Hockey 2012 Upper Deck Ice
generated_Hockey_2012_Black Diamond,Black Diamond,Hockey,2012,Upper Deck,Black Diamond,generated,hockey 2012 black diamond,Hockey 2012 Upper Deck Black Diamond
generated_Hockey_2012_O-Pee-Chee,O-Pee-Chee,Hockey,2012,Upper Deck,O-Pee-Chee,generated,hockey 2012 o-pee-chee,Hockey 2012 Upper Deck O-Pee-Chee
generated_Hockey_2012_MVP,MVP,Hockey,2012,Upper Deck,MVP,generated,hockey 2012 mvp,Hockey 2012 Upper Deck MVP
generated_Hockey_2012_Parkhurst,Parkhurst,Hockey,2012,Upper Deck,Parkhurst,generated,hockey 2012 parkhurst,Hockey 2012 Upper Deck Parkhurst
generated_Hockey_2012_Victory,Victory,Hockey,2012,Upper Deck,Victory,generated,hockey 2012 victory,Hockey 2012 Upper Deck Victory
generated_Hockey_2012_Contenders,Contenders,Hockey,2012,Upper Deck,Contenders,generated,hockey 2012 contenders,Hockey 2012 Upper Deck Contenders
generated_Hockey_2012_Synergy,Synergy,Hockey,2012,Upper Deck,Synergy,generated,hockey 2012 synergy,Hockey 2012 Upper Deck Synergy
generated_Hockey_2012_Allure,Allure,Hockey,2012,Upper Deck,Allure,generated,hockey 2012 allure,Hockey 2012 Upper Deck Allure
generated_Hockey_2012_Enforcers,Enforcers,Hockey,2012,Upper Deck,Enforcers,generated,hockey 2012 enforcers,Hockey 2012 Upper Deck Enforcers
generated_Hockey_2012_Fleer Showcase,Fleer Showcase,Hockey,2012,Upper Deck,Fleer Showcase,generated,hockey 2012 fleer showcase,Hockey 2012 Upper Deck Fleer Showcase
generated_Hockey_2011_Series One,Series One,Hockey,2011,Topps,Series One,generated,hockey 2011 series one,Hockey 2011 Topps Series One
generated_Hockey_2011_Series Two,Series Two,Hockey,2011,Topps,Series Two,generated,hockey 2011 series two,Hockey 2011 Topps Series Two
generated_Hockey_2011_Young Guns,Young Guns,Hockey,2011,Upper Deck,Young Guns,generated,hockey 2011 young guns,Hockey 2011 Upper Deck Young Guns
generated_Hockey_2011_Chrome,Chrome,Hockey,2011,Topps,Chrome,generated,hockey 2011 chrome,Hockey 2011 Topps Chrome
generated_Hockey_2011_Artifacts,Artifacts,Hockey,2011,Upper Deck,Artifacts,generated,hockey 2011 artifacts,Hockey 2011 Upper Deck Artifacts
generated_Hockey_2011_SP Game Used,SP Game Used,Hockey,2011,Upper Deck,SP Game Used,generated,hockey 2011 sp game used,Hockey 2011 Upper Deck SP Game Used
generated_Hockey_2011_SP Authentic,SP Authentic,Hockey,2011,Upper Deck,SP Authentic,generated,hockey 2011 sp authentic,Hockey 2011 Upper Deck SP Authentic
generated_Hockey_2011_The Cup,The Cup,Hockey,2011,Upper Deck,The Cup,generated,hockey 2011 the cup,Hockey 2011 Upper Deck The Cup
generated_Hockey_2011_Premier,Premier,Hockey,2011,Upper Deck,Premier,generated,hockey 2011 premier,Hockey 2011 Upper Deck Premier
generated_Hockey_2011_Ice,Ice,Hockey,2011,Upper Deck,Ice,generated,hockey 2011 ice,Hockey 2011 Upper Deck Ice
generated_Hockey_2011_Black Diamond,Black Diamond,Hockey,2011,Upper Deck,Black Diamond,generated,hockey 2011 black diamond,Hockey 2011 Upper Deck Black Diamond
generated_Hockey_2011_O-Pee-Chee,O-Pee-Chee,Hockey,2011,Upper Deck,O-Pee-Chee,generated,hockey 2011 o-pee-chee,Hockey 2011 Upper Deck O-Pee-Chee
generated_Hockey_2011_MVP,MVP,Hockey,2011,Upper Deck,MVP,generated,hockey 2011 mvp,Hockey 2011 Upper Deck MVP
generated_Hockey_2011_Parkhurst,Parkhurst,Hockey,2011,Upper Deck,Parkhurst,generated,hockey 2011 parkhurst,Hockey 2011 Upper Deck Parkhurst
generated_Hockey_2011_Victory,Victory,Hockey,2011,Upper Deck,Victory,generated,hockey 2011 victory,Hockey 2011 Upper Deck Victory
generated_Hockey_2011_Contenders,Contenders,Hockey,2011,Upper Deck,Contenders,generated,hockey 2011 contenders,Hockey 2011 Upper Deck Contenders
generated_Hockey_2011_Synergy,Synergy,Hockey,2011,Upper Deck,Synergy,generated,hockey 2011 synergy,Hockey 2011 Upper Deck Synergy
generated_Hockey_2011_Allure,Allure,Hockey,2011,Upper Deck,Allure,generated,hockey 2011 allure,Hockey 2011 Upper Deck Allure
generated_Hockey_2011_Enforcers,Enforcers,Hockey,2011,Upper Deck,Enforcers,generated,hockey 2011 enforcers,Hockey 2011 Upper Deck Enforcers
generated_Hockey_2011_Fleer Showcase,Fleer Showcase,Hockey,2011,Upper Deck,Fleer Showcase,generated,hockey 2011 fleer showcase,Hockey 2011 Upper Deck Fleer Showcase
generated_Hockey_2010_Series One,Series One,Hockey,2010,Topps,Series One,generated,hockey 2010 series one,Hockey 2010 Topps Series One
generated_Hockey_2010_Series Two,Series Two,Hockey,2010,Topps,Series Two,generated,hockey 2010 series two,Hockey 2010 Topps Series Two
generated_Hockey_2010_Young Guns,Young Guns,Hockey,2010,Upper Deck,Young Guns,generated,hockey 2010 young guns,Hockey 2010 Upper Deck Young Guns
generated_Hockey_2010_Chrome,Chrome,Hockey,2010,Topps,Chrome,generated,hockey 2010 chrome,Hockey 2010 Topps Chrome
generated_Hockey_2010_Artifacts,Artifacts,Hockey,2010,Upper Deck,Artifacts,generated,hockey 2010 artifacts,Hockey 2010 Upper Deck Artifacts
generated_Hockey_2010_SP Game Used,SP Game Used,Hockey,2010,Upper Deck,SP Game Used,generated,hockey 2010 sp game used,Hockey 2010 Upper Deck SP Game Used
generated_Hockey_2010_SP Authentic,SP Authentic,Hockey,2010,Upper Deck,SP Authentic,generated,hockey 2010 sp authentic,Hockey 2010 Upper Deck SP Authentic
generated_Hockey_2010_The Cup,The Cup,Hockey,2010,Upper Deck,The Cup,generated,hockey 2010 the cup,Hockey 2010 Upper Deck The Cup
generated_Hockey_2010_Premier,Premier,Hockey,2010,Upper Deck,Premier,generated,hockey 2010 premier,Hockey 2010 Upper Deck Premier
generated_Hockey_2010_Ice,Ice,Hockey,2010,Upper Deck,Ice,generated,hockey 2010 ice,Hockey 2010 Upper Deck Ice
generated_Hockey_2010_Black Diamond,Black Diamond,Hockey,2010,Upper Deck,Black Diamond,generated,hockey 2010 black diamond,Hockey 2010 Upper Deck Black Diamond
generated_Hockey_2010_O-Pee-Chee,O-Pee-Chee,Hockey,2010,Upper Deck,O-Pee-Chee,generated,hockey 2010 o-pee-chee,Hockey 2010 Upper Deck O-Pee-Chee
generated_Hockey_2010_MVP,MVP,Hockey,2010,Upper Deck,MVP,generated,hockey 2010 mvp,Hockey 2010 Upper Deck MVP
generated_Hockey_2010_Parkhurst,Parkhurst,Hockey,2010,Upper Deck,Parkhurst,generated,hockey 2010 parkhurst,Hockey 2010 Upper Deck Parkhurst
generated_Hockey_2010_Victory,Victory,Hockey,2010,Upper Deck,Victory,generated,hockey 2010 victory,Hockey 2010 Upper Deck Victory
generated_Hockey_2010_Contenders,Contenders,Hockey,2010,Upper Deck,Contenders,generated,hockey 2010 contenders,Hockey 2010 Upper Deck Contenders
generated_Hockey_2010_Synergy,Synergy,Hockey,2010,Upper Deck,Synergy,generated,hockey 2010 synergy,Hockey 2010 Upper Deck Synergy
generated_Hockey_2010_Allure,Allure,Hockey,2010,Upper Deck,Allure,generated,hockey 2010 allure,Hockey 2010 Upper Deck Allure
generated_Hockey_2010_Enforcers,Enforcers,Hockey,2010,Upper Deck,Enforcers,generated,hockey 2010 enforcers,Hockey 2010 Upper Deck Enforcers
generated_Hockey_2010_Fleer Showcase,Fleer Showcase,Hockey,2010,Upper Deck,Fleer Showcase,generated,hockey 2010 fleer showcase,Hockey 2010 Upper Deck Fleer Showcase
generated_Hockey_2009_Series One,Series One,Hockey,2009,Topps,Series One,generated,hockey 2009 series one,Hockey 2009 Topps Series One
generated_Hockey_2009_Series Two,Series Two,Hockey,2009,Topps,Series Two,generated,hockey 2009 series two,Hockey 2009 Topps Series Two
generated_Hockey_2009_Young Guns,Young Guns,Hockey,2009,Upper Deck,Young Guns,generated,hockey 2009 young guns,Hockey 2009 Upper Deck Young Guns
generated_Hockey_2009_Chrome,Chrome,Hockey,2009,Topps,Chrome,generated,hockey 2009 chrome,Hockey 2009 Topps Chrome
generated_Hockey_2009_Artifacts,Artifacts,Hockey,2009,Upper Deck,Artifacts,generated,hockey 2009 artifacts,Hockey 2009 Upper Deck Artifacts
generated_Hockey_2009_SP Game Used,SP Game Used,Hockey,2009,Upper Deck,SP Game Used,generated,hockey 2009 sp game used,Hockey 2009 Upper Deck SP Game Used
generated_Hockey_2009_SP Authentic,SP Authentic,Hockey,2009,Upper Deck,SP Authentic,generated,hockey 2009 sp authentic,Hockey 2009 Upper Deck SP Authentic
generated_Hockey_2009_The Cup,The Cup,Hockey,2009,Upper Deck,The Cup,generated,hockey 2009 the cup,Hockey 2009 Upper Deck The Cup
generated_Hockey_2009_Premier,Premier,Hockey,2009,Upper Deck,Premier,generated,hockey 2009 premier,Hockey 2009 Upper Deck Premier
